BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253829,SAMN12253829,GCA_013397325.1,SRR9946425,Leucopsar rothschildi,PRJNA545868
SAMN12253829,SAMN12253829,GCA_013397325.1,SRR9946426,Leucopsar rothschildi,PRJNA545868
SAMN12253829,SAMN12253829,GCA_013397325.1,SRR9946427,Leucopsar rothschildi,PRJNA545868
