BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253780,SAMN12253780,GCA_013396875.1,SRR9946742,Vireo altiloquus,PRJNA545868
SAMN12253780,SAMN12253780,GCA_013396875.1,SRR9946744,Vireo altiloquus,PRJNA545868
SAMN12253780,SAMN12253780,GCA_013396875.1,SRR9946745,Vireo altiloquus,PRJNA545868
