BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253943,SAMN12253943,GCA_013398055.1,SRR9946808,Ifrita kowaldi,PRJNA545868
SAMN12253943,SAMN12253943,GCA_013398055.1,SRR9946719,Ifrita kowaldi,PRJNA545868
SAMN12253943,SAMN12253943,GCA_013398055.1,SRR9946723,Ifrita kowaldi,PRJNA545868
SAMN12253943,SAMN12253943,GCA_013398055.1,SRR9946725,Ifrita kowaldi,PRJNA545868
SAMN12253943,SAMN12253943,GCA_013398055.1,SRR9946726,Ifrita kowaldi,PRJNA545868
