BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253830,SAMN12253830,GCA_013399895.1,SRR10019905,Serilophus lunatus,PRJNA545868
SAMN12253830,SAMN12253830,GCA_013399895.1,SRR10019906,Serilophus lunatus,PRJNA545868
SAMN12253830,SAMN12253830,GCA_013399895.1,SRR10019907,Serilophus lunatus,PRJNA545868
