BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253927,SAMN12253927,GCA_013397635.1,SRR9946701,Columbina picui,PRJNA545868
SAMN12253927,SAMN12253927,GCA_013397635.1,SRR9946462,Columbina picui,PRJNA545868
