BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253905,SAMN12253905,GCA_013397565.1,SRR9946899,Ptilonorhynchus violaceus,PRJNA545868
SAMN12253905,SAMN12253905,GCA_013397565.1,SRR9946561,Ptilonorhynchus violaceus,PRJNA545868
SAMN12253905,SAMN12253905,GCA_013397565.1,SRR9946562,Ptilonorhynchus violaceus,PRJNA545868
