BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253758,SAMN12253758,GCA_013396525.1,SRR9946567,Chaetorhynchus papuensis,PRJNA545868
SAMN12253758,SAMN12253758,GCA_013396525.1,SRR9946568,Chaetorhynchus papuensis,PRJNA545868
