BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253812,SAMN12253812,GCA_013399015.1,SRR9947275,Galbula dea,PRJNA545868
SAMN12253812,SAMN12253812,GCA_013399015.1,SRR9947276,Galbula dea,PRJNA545868
SAMN12253812,SAMN12253812,GCA_013399015.1,SRR9947278,Galbula dea,PRJNA545868
