BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253847,SAMN12253847,GCA_013400275.1,SRR9946712,Rhadina sibilatrix,PRJNA545868
SAMN12253847,SAMN12253847,GCA_013400275.1,SRR9946716,Rhadina sibilatrix,PRJNA545868
