BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253878,SAMN12253878,GCA_013397465.1,SRR9947046,Furnarius figulus,PRJNA545868
SAMN12253878,SAMN12253878,GCA_013397465.1,SRR9947047,Furnarius figulus,PRJNA545868
