BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253781,SAMN12253781,GCA_013396855.1,SRR9946743,Hemiprocne comata,PRJNA545868
SAMN12253781,SAMN12253781,GCA_013396855.1,SRR9946753,Hemiprocne comata,PRJNA545868
SAMN12253781,SAMN12253781,GCA_013396855.1,SRR9946754,Hemiprocne comata,PRJNA545868
