BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253906,SAMN12253906,GCA_013400795.1,SRR9946897,Pluvianellus socialis,PRJNA545868
SAMN12253906,SAMN12253906,GCA_013400795.1,SRR9946898,Pluvianellus socialis,PRJNA545868
