BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253956,SAMN12253956,GCA_013401035.1,SRR9946456,Horornis vulcanius,PRJNA545868
SAMN12253956,SAMN12253956,GCA_013401035.1,SRR9946457,Horornis vulcanius,PRJNA545868
SAMN12253956,SAMN12253956,GCA_013401035.1,SRR9946458,Horornis vulcanius,PRJNA545868
