BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253792,SAMN12253792,GCA_013396995.1,SRR10019972,Dicaeum eximium,PRJNA545868
SAMN12253792,SAMN12253792,GCA_013396995.1,SRR10019973,Dicaeum eximium,PRJNA545868
SAMN12253792,SAMN12253792,GCA_013396995.1,SRR10019974,Dicaeum eximium,PRJNA545868
