BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253940,SAMN12253940,GCA_013397755.1,SRR9947281,Cnemophilus loriae,PRJNA545868
SAMN12253940,SAMN12253940,GCA_013397755.1,SRR9947292,Cnemophilus loriae,PRJNA545868
SAMN12253940,SAMN12253940,GCA_013397755.1,SRR9946776,Cnemophilus loriae,PRJNA545868
SAMN12253940,SAMN12253940,GCA_013397755.1,SRR9946779,Cnemophilus loriae,PRJNA545868
SAMN12253940,SAMN12253940,GCA_013397755.1,SRR9946741,Cnemophilus loriae,PRJNA545868
