BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253933,SAMN12253933,GCA_013397825.1,SRR9947257,Onychorhynchus coronatus,PRJNA545868
SAMN12253933,SAMN12253933,GCA_013397825.1,SRR9946526,Onychorhynchus coronatus,PRJNA545868
