BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253882,SAMN12253882,GCA_013397415.1,SRR9946662,Neopipo cinnamomea,PRJNA545868
SAMN12253882,SAMN12253882,GCA_013397415.1,SRR9946663,Neopipo cinnamomea,PRJNA545868
