BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253818,SAMN12253818,GCA_013397245.1,SRR9946695,Thryothorus ludovicianus,PRJNA545868
SAMN12253818,SAMN12253818,GCA_013397245.1,SRR9946696,Thryothorus ludovicianus,PRJNA545868
