BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253971,SAMN12253971,GCA_013401195.1,SRR9947230,Pomatorhinus ruficollis,PRJNA545868
SAMN12253971,SAMN12253971,GCA_013401195.1,SRR9946900,Pomatorhinus ruficollis,PRJNA545868
SAMN12253971,SAMN12253971,GCA_013401195.1,SRR9946901,Pomatorhinus ruficollis,PRJNA545868
SAMN12253971,SAMN12253971,GCA_013401195.1,SRR9946902,Pomatorhinus ruficollis,PRJNA545868
