BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253917,SAMN12253917,GCA_013401275.1,SRR9947094,Pandion haliaetus,PRJNA545868
SAMN12253917,SAMN12253917,GCA_013401275.1,SRR9947095,Pandion haliaetus,PRJNA545868
SAMN12253917,SAMN12253917,GCA_013401275.1,SRR9946493,Pandion haliaetus,PRJNA545868
SAMN12253917,SAMN12253917,GCA_013401275.1,SRR9946494,Pandion haliaetus,PRJNA545868
SAMN12253917,SAMN12253917,GCA_013401275.1,SRR9946495,Pandion haliaetus,PRJNA545868
