BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253916,SAMN12253916,GCA_013401315.1,SRR9947092,Balaeniceps rex,PRJNA545868
SAMN12253916,SAMN12253916,GCA_013401315.1,SRR9947093,Balaeniceps rex,PRJNA545868
SAMN12253916,SAMN12253916,GCA_013401315.1,SRR9947379,Balaeniceps rex,PRJNA545868
SAMN12253916,SAMN12253916,GCA_013401315.1,SRR9947378,Balaeniceps rex,PRJNA545868
