BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253861,SAMN12253861,GCA_013400395.1,SRR9947356,Vidua macroura,PRJNA545868
SAMN12253861,SAMN12253861,GCA_013400395.1,SRR9947358,Vidua macroura,PRJNA545868
SAMN12253861,SAMN12253861,GCA_013400395.1,SRR9947359,Vidua macroura,PRJNA545868
