BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253899,SAMN12253899,GCA_013399495.1,SRR9946921,Corythaixoides concolor,PRJNA545868
SAMN12253899,SAMN12253899,GCA_013399495.1,SRR9946515,Corythaixoides concolor,PRJNA545868
