BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253864,SAMN12253864,GCA_013390025.1,SRR9946477,Pitta sordida,PRJNA545868
SAMN12253864,SAMN12253864,GCA_013390025.1,SRR9946478,Pitta sordida,PRJNA545868
SAMN12253864,SAMN12253864,GCA_013390025.1,SRR9946483,Pitta sordida,PRJNA545868
