BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253846,SAMN12253846,GCA_013400255.1,SRR9947054,Sitta europaea,PRJNA545868
SAMN12253846,SAMN12253846,GCA_013400255.1,SRR9946790,Sitta europaea,PRJNA545868
SAMN12253846,SAMN12253846,GCA_013400255.1,SRR9946537,Sitta europaea,PRJNA545868
