BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253976,SAMN12253976,GCA_013398295.1,SRR9853836,Chionis minor,PRJNA545868
SAMN12253976,SAMN12253976,GCA_013398295.1,SRR9853837,Chionis minor,PRJNA545868
