BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN12253759,SAMN12253759,GCA_013396465.1,SRR9994335,Smithornis capensis,PRJNA545868
SAMN12253759,SAMN12253759,GCA_013396465.1,SRR9994322,Smithornis capensis,PRJNA545868
SAMN12253759,SAMN12253759,GCA_013396465.1,SRR9994323,Smithornis capensis,PRJNA545868
