Latin name	Species3	Family3	Order3	Total.individuals	Female	Male	Unknown	Complete.measures	Beak.Length_Culmen	Beak.Length_Nares	Beak.Width	Beak.Depth	Tarsus.Length	Wing.Length	Kipps.Distance	Secondary1	Hand-Wing.Index	Tail.Length	Mass	Mass.Source	Mass.Refs.Other	Inference	Traits.inferred	Reference.species	Habitat	Habitat.Density	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle	Min.Latitude	Max.Latitude	Centroid.Latitude	Centroid.Longitude	Range.Size	Species.Status	Sample	Labels
Loxia_leucoptera	Loxia leucoptera	Fringillidae	Passeriformes	10	6	4	0	4	19.1	13.4	4.5	8.6	15.6	88.7	31.7	57.1	35.7	58.8	28.69	Dunning		NO			Forest	1.0	3.0	Herbivore	Omnivore	Insessorial	35.76	69.45	57.95	-3.84663526	16098090.24	Extant	Loxia_leucoptera_GCA_013396895.1_msmc2.final	6.0
Machaerirhynchus_nigripectus	Machaerirhynchus nigripectus	Machaerirhynchidae	Passeriformes	6	3	3	0	4	15.2	7.1	7.7	3.0	16.9	59.9	11.6	47.3	19.7	56.5	12.0	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-10.27	-0.39	-5.27	141.8607634	223752.26	Extant	Machaerirhynchus_nigripectus_GCA_013397975.1_msmc2.final	9.0
Melanocharis_versteri	Melanocharis versteri	Melanocharitidae	Passeriformes	5	2	3	0	4	12.4	6.0	3.6	4.0	21.9	64.0	9.8	55.0	15.1	72.2	14.67	Dunning		NO			Forest	1.0	1.0	Omnivore	Frugivore	Insessorial	-10.17	-0.51	-5.04	141.3716215	148463.41	Extant	Melanocharis_versteri_GCA_013397845.1_msmc2.final	9.0
Mesembrinibis_cayennensis	Mesembrinibis cayennensis	Threskiornithidae	Pelecaniformes	9	4	3	2	4	116.6	92.5	11.8	16.3	60.3	296.1	76.6	229.5	25.0	153.3	756.0	Dunning		NO			Forest	2.0	1.0	Carnivore	Aquatic predator	Terrestrial	-29.1	15.41	-7.9	-59.10523233	10576805.93	Extant	Mesembrinibis_cayennensis_GCA_013399675.1_msmc2.final	7.0
Mionectes_macconnelli	Mionectes macconnelli	Tyrannidae	Passeriformes	12	5	5	2	4	13.7	8.0	4.1	3.4	16.0	60.7	10.2	50.5	16.7	49.8	13.5	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-17.4	8.26	-1.7	-58.63142577	2920810.8	Extant	Mionectes_macconnelli_GCA_013397495.1_msmc2.final	5.0
Mohoua_ochrocephala	Mohoua ochrocephala	Acanthizidae	Passeriformes	4	2	2	0	4	14.1	8.1	3.6	5.1	30.9	80.5	15.5	65.0	19.3	73.8	27.69	Dunning		NO			Forest	1.0	1.0	Omnivore	Invertivore	Insessorial	-46.5	-41.01	-45.19	167.8410018	16919.77	Extant	Mohoua_ochrocephala_GCA_013398855.1_msmc2.final	7.0
Motacilla_alba	Motacilla alba	Motacillidae	Passeriformes	27	11	16	0	10	16.1	9.7	3.4	3.5	23.4	87.0	27.4	59.7	31.4	86.8	23.93	Dunning		NO			Human Modified	3.0	3.0	Carnivore	Invertivore	Terrestrial	22.95	76.0	52.86	81.66910285	39488711.64	Extant	Motacilla_alba_GCA_013397355.1_msmc2.final	1.0
Myiagra_hebetior	Myiagra hebetior	Monarchidae	Passeriformes	10	2	8	0	4	20.5	10.7	6.0	4.2	21.9	79.3	11.3	67.9	14.2	65.1	20.2	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-6.31	-1.31	-5.1	150.8838206	42727.79	Extant	Myiagra_hebetior_GCA_013397015.1_msmc2.final	3.0
Mystacornis_crossleyi	Mystacornis crossleyi	Vangidae	Passeriformes	9	2	7	0	4	22.4	13.4	4.2	4.4	25.3	70.2	6.6	63.5	9.3	52.2	24.5	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-25.09	-12.83	-18.74	48.4172555	159923.75	Extant	Mystacornis_crossleyi_GCA_013400655.1_msmc2.final	10.0
Neodrepanis_coruscans	Neodrepanis coruscans	Philepittidae	Passeriformes	9	3	4	2	4	26.0	21.3	3.4	3.6	14.7	46.6	8.5	37.1	19.5	22.6	6.5	Dunning		NO			Forest	1.0	1.0	Herbivore	Nectarivore	Insessorial	-25.02	-13.32	-17.53	48.74481417	55129.61	Extant	Neodrepanis_coruscans_GCA_013400695.1_msmc2.final	13.0
Nesospiza_acunhae	Nesospiza acunhae	Emberizidae	Passeriformes	4	0	4	0	4	15.4	10.3	5.3	7.8	24.7	83.0	16.6	66.4	20.0	69.5	28.54	Dunning		NO			Shrubland	2.0	1.0	Herbivore	Omnivore	Generalist	-37.33	-37.28	-37.3	-12.68218268	16.43	Extant	Nesospiza_acunhae_GCA_013398715.1_msmc2.final	2.0
Nicator_chloris	Nicator chloris	Pycnonotidae	Passeriformes	15	3	5	7	5	21.5	11.6	4.2	6.4	28.6	100.0	13.3	89.7	12.8	98.2	46.1	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-10.27	13.93	0.97	14.50364623	3969589.79	Extant	Nicator_chloris_GCA_013400495.1_msmc2.final	1.0
Notiomystis_cincta	Notiomystis cincta	Meliphagidae	Passeriformes	5	2	3	0	4	20.1	9.0	3.5	3.9	27.6	104.3	25.8	76.4	25.2	78.0	93.37	Dunning		NO			Forest	1.0	1.0	Omnivore	Omnivore	Insessorial	-41.32	-36.17	-39.19	175.0013036	100.83	Extant	Notiomystis_cincta_GCA_013398075.1_msmc2.final	11.0
Nyctibius_grandis	Nyctibius grandis	Nyctibiidae	Caprimulgiformes	7	1	5	1	4	45.3	16.4	6.7	7.6	16.8	374.1	164.0	211.2	44.0	250.9	547.0	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-24.61	17.2	-3.9	-62.2288178	8477906.13	Extant	Nyctibius_grandis_GCA_013399155.1_msmc2.final	5.0
Rostratula_semicollaris	Rostratula semicollaris	Rostratulidae	Charadriiformes	8	4	4	0	4	42.7	34.1	3.6	5.5	33.5	102.9	31.8	69.7	31.4	46.4	76.6	Dunning		NO			Wetland	1.0	2.0	Omnivore	Aquatic predator	Terrestrial	-44.05	-21.58	-32.39	-61.65426037	2533948.28	Extant	Nycticryphes_semicollaris_GCA_013400055.1_msmc2.final	6.0
Nyctiprogne_leucopyga	Nyctiprogne leucopyga	Caprimulgidae	Caprimulgiformes	4	1	2	1	4	10.7	4.3	2.1	2.3	12.5	135.8	67.5	68.3	49.6	86.2	27.3	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Aerial	-20.73	10.0	-4.54	-60.51255265	5244008.15	Extant	Nyctiprogne_leucopyga_GCA_013399395.1_msmc2.final	1.0
Oceanites_oceanicus	Oceanites oceanicus	Hydrobatidae	Procellariiformes	5	2	3	0	4	16.3	7.1	2.9	3.8	34.9	147.2	86.6	61.2	58.6	66.0	30.41	Dunning		NO			Marine	3.0	3.0	Carnivore	Aquatic predator	Aerial	-73.66	-48.45	-54.16	-20.87579418	28528.95	Extant	Oceanites_oceanicus_GCA_013396615.1_msmc2.final	0.0
Odontophorus_gujanensis	Odontophorus gujanensis	Odontophoridae	Galliformes	7	2	5	0	6	19.7	11.2	7.9	11.5	37.2	143.4	18.8	122.8	13.3	71.3	314.06	Dunning		NO			Forest	1.0	1.0	Herbivore	Omnivore	Terrestrial	-20.2	10.72	-4.45	-63.16904516	7536115.55	Extant	Odontophorus_gujanensis_GCA_013399175.1_msmc2.final	9.0
Oenanthe_oenanthe	Oenanthe oenanthe	Muscicapidae	Passeriformes	29	13	16	0	4	17.9	9.9	3.7	3.7	27.3	95.1	30.5	64.6	32.1	56.7	25.39	Dunning		NO			Grassland	3.0	3.0	Carnivore	Invertivore	Insessorial	28.01	81.4	56.43	53.02979276	29332212.99	Extant	Oenanthe_oenanthe_GCA_013399995.1_msmc2.final	3.0
Oreocharis_arfaki	Oreocharis arfaki	Melanocharitidae	Passeriformes	4	2	2	0	4	11.7	6.2	3.3	3.8	18.4	70.0	13.8	56.2	19.6	46.9	19.7	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	-9.91	-0.43	-4.76	140.6611267	62340.26	Extant	Oreocharis_arfaki_GCA_013398015.1_msmc2.final	6.0
Oriolus_oriolus	Oriolus oriolus	Oriolidae	Passeriformes	45	16	29	0	8	29.6	18.8	9.0	8.6	23.0	147.1	54.9	93.5	36.9	83.7	79.0	Dunning		NO			Woodland	1.0	3.0	Omnivore	Omnivore	Insessorial	20.72	63.67	47.63	47.45258038	13665114.77	Extant	Oriolus_oriolus_GCA_013400235.1_msmc2.final	6.0
Orthonyx_spaldingii	Orthonyx spaldingii	Orthonychidae	Passeriformes	9	5	4	0	4	22.3	11.6	5.0	6.6	42.0	122.3	13.4	107.0	11.2	103.3	149.91	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-19.63	-15.09	-17.67	145.714945	23436.79	Extant	Orthonyx_spaldingii_GCA_013397795.1_msmc2.final	5.0
Oxylabes_madagascariensis	Oxylabes madagascariensis	Sylviidae	Passeriformes	4	2	2	0	4	16.8	9.6	3.1	4.4	21.6	65.0	5.1	59.9	7.8	66.8	23.3	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-25.14	-12.36	-18.58	48.4362608	172738.74	Extant	Oxylabes_madagascariensis_GCA_013400675.1_msmc2.final	12.0
Pachycephala_philippinensis	Pachycephala philippinensis	Pachycephalidae	Passeriformes	11	2	9	0	4	17.2	10.8	4.8	5.2	19.8	81.6	12.4	68.7	15.3	62.0	22.3	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	5.56	19.4	11.46	123.4680701	193262.3	Extant	Pachycephala_philippinensis_GCA_013397055.1_msmc2.final	10.0
Pedionomus_torquatus	Pedionomus torquatus	Pedionomidae	Charadriiformes	5	3	2	0	3	16.2	7.5	3.4	3.9	24.4	89.0	26.1	59.7	30.6	26.8	62.52	Dunning		NO			Grassland	3.0	1.0	Omnivore	Omnivore	Terrestrial	-36.43	-23.21	-29.41	142.7701565	32628.67	Extant	Pedionomus_torquatus_GCA_013398155.1_msmc2.final	3.0
Pelecanoides_urinatrix	Pelecanoides urinatrix	Pelecanoididae	Procellariiformes	7	4	3	0	4	28.1	13.1	6.4	7.2	23.9	121.7	56.8	62.2	47.7	39.0	152.06	Dunning		NO			Marine	3.0	2.0	Carnivore	Aquatic predator	Aquatic	-63.56	-24.03	-46.17	65.55346377	21746036.6	Extant	Pelecanoides_urinatrix_GCA_013400755.1_msmc2.final	4.0
Penelope_pileata	Penelope pileata	Cracidae	Galliformes	7	1	4	2	4	40.7	17.5	9.6	11.8	85.5	322.0	31.0	290.6	9.6	358.3	1249.79	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	-10.47	-1.2	-5.26	-54.52633241	1046616.16	Extant	Penelope_pileata_GCA_013396635.1_msmc2.final	5.0
Peucedramus_taeniatus	Peucedramus taeniatus	Peucedramidae	Passeriformes	6	3	3	0	4	14.3	8.2	3.1	2.9	18.6	71.0	19.3	50.7	27.6	52.8	11.0	Dunning		NO			Forest	1.0	2.0	Carnivore	Invertivore	Insessorial	12.67	34.4	23.77	-102.3614297	692877.18	Extant	Peucedramus_taeniatus_GCA_013400575.1_msmc2.final	6.0
Phainopepla_nitens	Phainopepla nitens	Bombycillidae	Passeriformes	112	47	64	1	4	13.4	8.1	5.0	4.1	20.9	92.6	16.6	81.9	16.9	92.7	22.1	Dunning		NO			Shrubland	2.0	1.0	Omnivore	Frugivore	Insessorial	19.91	40.52	29.77	-109.7741979	1250356.67	Extant	Phainopepla_nitens_GCA_013400175.1_msmc2.final	12.0
Picathartes_gymnocephalus	Picathartes gymnocephalus	Picathartidae	Passeriformes	6	2	0	4	4	34.0	18.2	6.2	10.4	63.1	162.2	7.2	152.3	4.5	180.5	196.0	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	4.49	9.98	6.81	-6.81818555	388878.28	Extant	Picathartes_gymnocephalus_GCA_013390045.1_msmc2.final	2.0
Piprites_chloris	Piprites chloris	Pipridae	Passeriformes	6	0	4	2	4	11.7	7.2	4.2	4.7	16.8	66.2	16.7	49.3	25.3	50.3	16.0	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-27.82	11.25	-4.83	-62.48224756	7073219.6	Extant	Piprites_chloris_GCA_013399295.1_msmc2.final	3.0
Polioptila_caerulea	Polioptila caerulea	Polioptilidae	Passeriformes	8	3	3	2	7	11.3	7.4	2.8	2.3	15.9	50.8	9.6	40.8	19.1	49.1	5.8	Dunning		NO			Woodland	2.0	3.0	Carnivore	Invertivore	Insessorial	14.44	46.6	33.81	-96.33514325	6582606.18	Extant	Polioptila_caerulea_GCA_013397295.1_msmc2.final	6.0
Pomatorhinus_ruficollis	Pomatorhinus ruficollis	Timaliidae	Passeriformes	5	2	3	0	3	22.5	15.6	3.3	5.4	28.0	78.8	7.7	69.8	10.0	85.4	31.61	Dunning		NO			Forest	2.0	1.0	Carnivore	Invertivore	Generalist	16.19	35.12	26.98	106.0218814	2706746.89	Extant	Pomatorhinus_ruficollis_GCA_013401195.1_msmc2.final	6.0
Probosciger_aterrimus	Probosciger aterrimus	Psittacidae	Psittaciformes	8	2	6	0	7	90.9	80.5	27.6	84.4	29.5	344.2	103.1	241.2	29.9	229.2	841.0	Dunning		NO			Forest	2.0	1.0	Herbivore	Omnivore	Insessorial	-14.61	0.04	-5.71	140.9523634	716105.09	Extant	Probosciger_aterrimus_GCA_013397665.1_msmc2.final	4.0
Promerops_cafer	Promerops cafer	Promeropidae	Passeriformes	5	1	1	3	4	36.8	22.6	3.7	3.7	23.5	93.6	19.4	75.3	20.5	284.0	34.74	Dunning		NO			Shrubland	2.0	2.0	Omnivore	Nectarivore	Insessorial	-34.84	-31.03	-33.39	21.38221847	114533.35	Extant	Promerops_cafer_GCA_013398275.1_msmc2.final	9.0
Prunella_fulvescens	Prunella fulvescens	Prunellidae	Passeriformes	5	2	3	0	4	14.3	7.9	3.9	3.9	20.2	75.1	15.5	60.1	20.5	67.2	18.9	Dunning		NO			Shrubland	3.0	2.0	Omnivore	Invertivore	Terrestrial	27.25	52.08	41.02	90.60841663	3210424.28	Extant	Prunella_fulvescens_GCA_013400715.1_msmc2.final	13.0
Prunella_himalayana	Prunella himalayana	Prunellidae	Passeriformes	4	2	2	0	4	13.4	8.0	4.3	4.3	21.4	90.6	27.4	63.2	30.2	59.8	25.7	Dunning		NO			Grassland	3.0	2.0	Omnivore	Invertivore	Terrestrial	32.72	54.28	45.73	86.97015349	1586851.28	Extant	Prunella_himalayana_GCA_013398875.1_msmc2.final	6.0
Megalaima_haemacephala	Megalaima haemacephala	Ramphastidae	Piciformes	11	4	5	2	8	18.6	14.8	9.3	9.4	19.2	80.6	19.8	59.3	25.1	36.1	44.49	Dunning		NO			Woodland	2.0	1.0	Omnivore	Frugivore	Insessorial	-8.85	34.08	17.86	90.69143108	5975609.97	Extant	Psilopogon_haemacephalus_GCA_013396835.1_msmc2.final	11.0
Psophia_crepitans	Psophia crepitans	Psophiidae	Gruiformes	10	2	4	4	7	39.7	19.3	7.6	12.6	128.9	278.3	20.8	255.8	7.5	118.8	1026.0	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Terrestrial	-5.05	10.24	1.28	-63.53925729	2764896.44	Extant	Psophia_crepitans_GCA_013399095.1_msmc2.final	9.0
Pterocles_burchelli	Pterocles burchelli	Pteroclididae	Pteroclidiformes	5	2	3	0	4	16.2	6.8	4.2	4.8	26.6	159.2	83.2	76.0	52.2	68.0	180.67	Dunning		NO			Grassland	3.0	1.0	Herbivore	Granivore	Terrestrial	-28.86	-17.18	-22.19	21.75028667	1218509.01	Extant	Pterocles_burchelli_GCA_013397535.1_msmc2.final	5.0
Ramphastos_sulfuratus	Ramphastos sulfuratus	Ramphastidae	Piciformes	19	8	7	4	8	129.2	132.3	33.7	45.8	48.7	200.4	29.6	170.3	14.8	163.1	409.69	Dunning		NO			Forest	1.0	1.0	Omnivore	Frugivore	Insessorial	6.94	21.79	14.77	-86.16740974	679911.57	Extant	Ramphastos_sulfuratus_GCA_013399055.1_msmc2.final	4.0
Regulus_satrapa	Regulus satrapa	Reguliidae	Passeriformes	5	2	3	0	4	9.0	5.4	2.1	2.5	16.2	57.2	13.4	43.4	23.6	42.8	6.19	Dunning		NO			Forest	1.0	3.0	Carnivore	Invertivore	Insessorial	14.65	62.43	49.81	-105.1575607	6348089.15	Extant	Regulus_satrapa_GCA_013396955.1_msmc2.final	6.0
Phylloscopus_sibilatrix	Phylloscopus sibilatrix	Sylviidae	Passeriformes	18	8	10	0	4	13.2	6.7	2.8	2.8	18.0	75.8	23.3	52.3	30.9	50.7	9.2	Dunning		NO			Forest	1.0	3.0	Carnivore	Invertivore	Insessorial	38.84	69.08	54.15	28.42973258	6359810.96	Extant	Rhadina_sibilatrix_GCA_013400275.1_msmc2.final	13.0
Rhagologus_leucostigma	Rhagologus leucostigma	Pachycephalidae	Passeriformes	4	0	4	0	4	17.2	9.6	4.2	5.5	20.0	87.8	19.5	68.2	22.2	64.5	26.8	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	-10.26	-0.48	-5.04	141.212906	150755.69	Extant	Rhagologus_leucostigma_GCA_013397725.1_msmc2.final	9.0
Rhinopomastus_cyanomelas	Rhinopomastus cyanomelas	Phoeniculidae	Bucerotiformes	8	3	4	1	4	41.8	34.6	4.3	5.5	17.9	108.4	21.2	84.5	20.1	146.6	27.11	Dunning		NO			Grassland	2.0	1.0	Carnivore	Invertivore	Insessorial	-31.85	4.2	-15.51	28.09027242	6396418.32	Extant	Rhinopomastus_cyanomelas_GCA_013400115.1_msmc2.final	7.0
Rhinoptilus_africanus	Rhinoptilus africanus	Glareolidae	Charadriiformes	5	2	3	0	4	16.2	8.9	3.1	3.8	52.9	147.8	64.2	82.8	43.7	64.2	87.5	Dunning		NO			Desert	3.0	1.0	Carnivore	Invertivore	Terrestrial	-34.84	13.15	-16.64	27.43424688	2999057.71	Extant	Rhinoptilus_africanus_GCA_013400135.1_msmc2.final	13.0
Rhodinocichla_rosea	Rhodinocichla rosea	Thraupidae	Passeriformes	6	2	4	0	4	23.1	13.7	4.4	5.8	26.2	81.2	7.2	71.5	9.1	78.8	48.0	Dunning		NO			Shrubland	1.0	1.0	Herbivore	Omnivore	Insessorial	4.27	23.43	13.47	-85.96330836	163331.81	Extant	Rhodinocichla_rosea_GCA_013396575.1_msmc2.final	7.0
Rhynochetos_jubatus	Rhynochetos jubatus	Rhynochetidae	Eurypygiformes	4	1	2	1	2	67.2	42.2	9.8	17.0	100.0	264.3	37.1	227.2	14.0	183.5	859.99	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-22.15	-20.82	-21.58	165.8959756	1341.75	Extant	Rhynochetos_jubatus_GCA_013398095.1_msmc2.final	9.0
Rissa_tridactyla	Rissa tridactyla	Laridae	Charadriiformes	10	4	5	1	4	44.5	18.8	5.3	10.8	33.9	301.0	179.1	122.9	59.4	116.0	415.99	Dunning		NO			Marine	3.0	2.0	Carnivore	Aquatic predator	Aerial	43.09	81.83	59.56	-52.28149527	2307068.48	Extant	Rissa_tridactyla_GCA_013401015.1_msmc2.final	7.0
Rynchops_niger	Rynchops niger	Laridae	Charadriiformes	6	3	3	0	4	83.7	69.4	7.4	25.1	32.3	365.7	246.5	119.2	67.4	130.5	297.73	Dunning		NO			Riverine	3.0	2.0	Carnivore	Aquatic predator	Aerial	-39.39	42.32	-10.31	-57.9481633	13769340.5	Extant	Rynchops_niger_GCA_013400035.1_msmc2.final	1.0
Sagittarius_serpentarius	Sagittarius serpentarius	Accipitridae	Accipitriformes	8	4	4	0	4	59.4	40.2	19.0	24.1	269.9	615.5	250.2	365.2	40.6	551.8	4017.0	Dunning		NO			Grassland	3.0	2.0	Carnivore	Vertivore	Terrestrial	-34.84	17.86	-3.98	23.60981129	14023594.92	Extant	Sagittarius_serpentarius_GCA_013399415.1_msmc2.final	2.0
Sakesphorus_luctuosus	Sakesphorus luctuosus	Thamnophilidae	Passeriformes	9	2	3	4	4	24.1	14.0	6.1	6.9	25.0	79.3	8.5	71.9	10.6	65.4	31.4	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	-15.16	1.2	-6.34	-54.76053426	1618420.86	Extant	Sakesphorus_luctuosus_GCA_013396695.1_msmc2.final	7.0
Sclerurus_mexicanus	Sclerurus mexicanus	Furnariidae	Passeriformes	16	3	13	0	4	24.0	18.1	3.6	4.2	21.9	79.1	10.3	68.8	13.0	57.2	25.1	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Terrestrial	-23.97	21.21	-3.51	-62.38906005	6362030.4	Extant	Sclerurus_mexicanus_GCA_013396755.1_msmc2.final	10.0
Scopus_umbretta	Scopus umbretta	Scopidae	Pelecaniformes	8	5	3	0	4	84.5	62.8	13.4	22.2	65.6	293.2	108.0	191.0	36.1	154.1	472.0	Dunning		NO			Wetland	3.0	2.0	Carnivore	Omnivore	Terrestrial	-34.84	20.89	-2.88	23.0360757	19881333.45	Extant	Scopus_umbretta_GCA_013400535.1_msmc2.final	8.0
Scytalopus_superciliaris	Scytalopus superciliaris	Rhinocryptidae	Passeriformes	5	2	3	0	4	12.9	5.6	2.9	3.6	19.6	51.6	8.1	45.1	15.5	36.9	17.8	Dunning		NO			Forest	3.0	1.0	Carnivore	Invertivore	Terrestrial	-29.7	-22.23	-26.09	-65.71030229	53108.46	Extant	Scytalopus_superciliaris_GCA_013400415.1_msmc2.final	1.0
Semnornis_frantzii	Semnornis frantzii	Ramphastidae	Piciformes	5	2	3	0	4	19.0	12.6	7.8	10.1	24.6	88.8	12.2	76.8	13.7	67.7	57.3	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	8.47	10.5	9.52	-83.25772204	15874.29	Extant	Semnornis_frantzii_GCA_013399775.1_msmc2.final	11.0
Dendroica_kirtlandii	Dendroica kirtlandii	Parulidae	Passeriformes	4	2	2	0	3	13.3	7.9	3.8	3.9	20.5	70.0	14.3	55.7	20.5	59.5	13.94	Dunning		NO			Forest	2.0	3.0	Carnivore	Invertivore	Insessorial	43.4	46.95	45.37	-87.60086837	37706.6	Extant	Setophaga_kirtlandii_GCA_013399655.1_msmc2.final	3.0
Paradoxornis_webbianus	Paradoxornis webbianus	Timaliidae	Passeriformes	5	2	2	1	4	9.2	5.4	3.6	5.8	19.5	50.4	7.0	43.3	13.9	59.4	10.9	Dunning		NO			Shrubland	2.0	1.0	Herbivore	Omnivore	Insessorial	21.78	46.71	33.65	114.5697774	4347110.32	Extant	Sinosuthora_webbiana_GCA_013397395.1_msmc2.final	1.0
Sitta_europaea	Sitta europaea	Sittidae	Passeriformes	23	10	11	2	7	20.8	13.2	4.4	4.4	19.9	85.3	20.1	65.1	23.6	47.1	20.37	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	21.9	69.01	53.75	86.96531826	22902160.09	Extant	Sitta_europaea_GCA_013400255.1_msmc2.final	7.0
Smithornis_capensis	Smithornis capensis	Eurylaimidae	Passeriformes	14	5	8	1	9	16.2	10.4	9.8	5.8	16.1	70.1	11.8	57.7	16.9	51.2	23.2	Dunning		NO			Forest	2.0	1.0	Carnivore	Invertivore	Insessorial	-30.81	11.48	-8.09	27.06045309	3751914.0	Extant	Smithornis_capensis_GCA_013396465.1_msmc2.final	10.0
Stachyris_dennistouni	Stachyris dennistouni	Timaliidae	Passeriformes	4	2	2	0	4	16.3	9.9	3.3	4.3	18.0	66.1	10.4	55.6	15.8	58.7	15.7	Dunning		NO			Forest	1.0	1.0	Carnivore	Invertivore	Insessorial	15.1	18.59	17.21	121.6827882	15801.31	Extant	Sterrhoptilus_dennistouni_GCA_013397095.1_msmc2.final	6.0
Struthidea_cinerea	Struthidea cinerea	Corcoracidae	Passeriformes	8	3	5	0	4	25.1	13.3	7.7	11.4	39.0	146.6	24.3	124.7	16.3	153.5	132.0	Dunning		NO			Shrubland	2.0	1.0	Omnivore	Omnivore	Terrestrial	-37.0	-13.74	-25.83	144.5099135	2500913.56	Extant	Struthidea_cinerea_GCA_013397865.1_msmc2.final	1.0
Sylvia_borin	Sylvia borin	Sylviidae	Passeriformes	24	8	12	4	4	15.1	7.2	3.5	3.6	20.1	78.7	23.6	55.2	30.0	57.9	18.2	Dunning		NO			Woodland	1.0	3.0	Omnivore	Omnivore	Insessorial	36.37	70.85	54.65	37.01212237	9648408.47	Extant	Sylvia_borin_GCA_013400015.1_msmc2.final	9.0
Sylvietta_virens	Sylvietta virens	Sylviidae	Passeriformes	8	2	3	3	6	11.6	7.1	2.6	2.6	16.3	46.4	3.7	43.0	8.0	16.1	8.4	Dunning		NO			Forest	2.0	1.0	Carnivore	Invertivore	Insessorial	-13.75	14.03	0.77	14.90930551	3738336.18	Extant	Sylvietta_virens_GCA_013399515.1_msmc2.final	13.0
Thalassarche_chlororhynchos	Thalassarche chlororhynchos	Diomedeidae	Procellariiformes	4	1	3	0	4	113.0	83.8	19.1	30.4	71.0	465.0	313.8	151.2	67.5	186.0	2128.84	Dunning		NO			Marine	3.0	2.0	Carnivore	Aquatic predator	Aquatic	-51.51	-3.66	-34.74	-13.84759587	21606227.43	Extant	Thalassarche_chlororhynchos_GCA_013400895.1_msmc2.final	4.0
Thinocorus_orbignyianus	Thinocorus orbignyianus	Thinocoridae	Charadriiformes	5	2	3	0	4	16.4	8.4	5.8	5.9	23.7	138.8	67.6	72.4	48.2	65.6	115.0	Dunning		NO			Grassland	3.0	1.0	Herbivore	Herbivore terrestrial	Terrestrial	-55.79	-6.08	-29.6	-70.03525313	1570843.96	Extant	Thinocorus_orbignyianus_GCA_013400375.1_msmc2.final	6.0
Thryothorus_ludovicianus	Thryothorus ludovicianus	Troglodytidae	Passeriformes	13	3	6	4	10	16.9	11.1	3.2	3.9	21.4	59.4	6.8	52.6	11.4	50.7	18.96	Dunning		NO			Woodland	2.0	1.0	Carnivore	Invertivore	Insessorial	12.63	45.64	34.43	-87.99292923	3217727.29	Extant	Thryothorus_ludovicianus_GCA_013397245.1_msmc2.final	6.0
Toxostoma_redivivum	Toxostoma redivivum	Mimidae	Passeriformes	5	2	2	1	4	40.2	30.5	6.5	6.9	36.4	102.4	9.8	92.4	9.5	133.0	84.4	Dunning		NO			Shrubland	2.0	1.0	Omnivore	Invertivore	Generalist	29.42	42.0	36.46	-120.0943869	167320.21	Extant	Toxostoma_redivivum_GCA_013397375.1_msmc2.final	11.0
Tricholaema_leucomelas	Tricholaema leucomelas	Ramphastidae	Piciformes	4	2	2	0	4	19.0	13.6	8.7	10.5	20.6	79.0	12.8	66.2	16.2	44.0	32.2	Dunning		NO			Shrubland	2.0	1.0	Herbivore	Omnivore	Insessorial	-34.84	-9.86	-24.17	22.72385103	3123368.53	Extant	Tricholaema_leucomelas_GCA_013400475.1_msmc2.final	7.0
Trogon_melanurus	Trogon melanurus	Trogonidae	Trogoniformes	12	5	7	0	8	24.8	15.5	10.2	13.1	14.0	153.5	54.1	100.4	35.0	150.1	114.0	Dunning		NO			Forest	1.0	1.0	Herbivore	Frugivore	Insessorial	-16.43	12.46	-3.11	-63.4709018	6755571.08	Extant	Trogon_melanurus_GCA_013399275.1_msmc2.final	9.0
